name,title,level,facing,categories,description,detail,remediation,metadata,cache_key
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.get_system_alerts\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""get_system_alerts"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_get_system_alerts_0df73e939bbf786af28267c77393801a
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.resolve_performance_alert\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""resolve_performance_alert"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_resolve_performance_alert_0d8ed9192a0b7e0f5909ad9e77bcd8d6
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.process_client_document\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""process_client_document"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_process_client_document_42ee7c118db2d905567b13dbbae02645
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.get_performance_recommendations\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""get_performance_recommendations"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_get_performance_recommendations_2f187d48ef1cf4f4c92305466ba03ceb
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.cleanup_performance_data\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""cleanup_performance_data"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_cleanup_performance_data_977d92f38144848d95678cf2525f0d51
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.get_client_documents\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""get_client_documents"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_get_client_documents_38789bc7846f644e3d239faf2f85ee90
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.get_alternative_therapists\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""get_alternative_therapists"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_get_alternative_therapists_3fa77cc6d8073562874773734d9c1e2d
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.get_alternative_times\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""get_alternative_times"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_get_alternative_times_ff0b87a122f0f725b5d10fcbb1d08459
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.get_billing_metrics\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""get_billing_metrics"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_get_billing_metrics_6dcbcb0e047b21c568aebc4d3623f977
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.get_client_metrics\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""get_client_metrics"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_get_client_metrics_ddc234390bcf96f90a6d09406fbfb6a9
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.get_therapist_metrics\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""get_therapist_metrics"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_get_therapist_metrics_52a007d1925b266fb4cd09870a197079
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.get_authorization_metrics\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""get_authorization_metrics"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_get_authorization_metrics_486f6ba1e472dc786ea205c56ad7bdd6
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.update_updated_at_column\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""update_updated_at_column"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_update_updated_at_column_301a884953d37769916294bb60562e05
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.cleanup_ai_cache\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""cleanup_ai_cache"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_cleanup_ai_cache_2fcba28602975ece6501a98a98cadda7
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.get_dropdown_data\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""get_dropdown_data"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_get_dropdown_data_cfa0dce4cca6a95b324e30db4951c75a
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.validate_time_interval_new\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""validate_time_interval_new"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_validate_time_interval_new_066c1e09050cbb801526c9575314f69a
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.temp_validate_time\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""temp_validate_time"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_temp_validate_time_af92fa74d8e1bcf7e43b97542cb981a8
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.calculate_time_slot_score\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""calculate_time_slot_score"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_calculate_time_slot_score_d657112cc674282647855a63c091a22b
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.generate_workload_recommendations\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""generate_workload_recommendations"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_generate_workload_recommendations_6d62ceea376e9faeb7803cb722cf5a45
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.calculate_therapist_client_compatibility\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""calculate_therapist_client_compatibility"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_calculate_therapist_client_compatibility_fe4d38cd1fb502a263f76e015e830f77
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.get_optimal_time_slots\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""get_optimal_time_slots"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_get_optimal_time_slots_634a4f596aabc1c85fceaec1a6ce1efa
function_search_path_mutable,Function Search Path Mutable,WARN,EXTERNAL,"[""SECURITY""]",Detects functions where the search_path parameter is not set.,Function \`public.analyze_therapist_workload\` has a role mutable search_path,https://supabase.com/docs/guides/database/database-linter?lint=0011_function_search_path_mutable,"{""name"":""analyze_therapist_workload"",""type"":""function"",""schema"":""public""}",function_search_path_mutable_public_analyze_therapist_workload_544194f9cac993130bfcf845d8c0313a
